0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.9126358014162985,0.8423570631881068,0.7927142815263166,0.737422047963169,0.7294844819127588,0.7587191508067141,0.7670864012920788,0.7780203551398857,0.7649164525326408,0.7197915130618673,0.6654515063155135,0.6686648712524992,0.7267704768188485,0.7786850017696729,0.8193638430966943,0.8375505270243335,0.7727832289379131,0.6802020835372005,0.5813002172462018,0.4863829523566203,0.391888915848676,0.30993565898327047,0.2857512323157583,0.37277054580555613,0.47196528723454034,0.567042519639861,0.6675717166360005,0.7644807743379098,0.8593138828747928,0.9358437319691817,0.9349651981480593,0.8650986028768473,0.8169342694788346,0.7610306143965517,0.7558572227145155,0.7897593394751483,0.7943926847753997,0.8099425517194927,0.815390624563306,0.7853166753511542,0.7331965392698085,0.7143323438649514,0.7662381816646544,0.8163674087966606,0.854652570384602,0.884479172799649,0.8361864137528463,0.7456833396686005,0.6502656376040854,0.5552105215598508,0.4552763600089651,0.36228273920590537,0.3285445640050426,0.41205453879898224,0.5068499762978227,0.6065419302042874,0.7078533097266091,0.8091026417561615,0.906390353656239,0.9763301088712344,0.9428928200427187,0.8699887711111851,0.8203915994439448,0.7651670528490124,0.770900848262104,0.7972115334318186,0.8082730347645106,0.8152022551957425,0.7926035108925626,0.7419028954391071,0.7087328560364128,0.7487694443009896,0.8047030124439587,0.8483275933459531,0.8939349072789822,0.8841713269794229,0.8014411244045758,0.7076486161502307,0.6080028000233186,0.5067404925101251,0.4155703611279358,0.4261248451132169,0.5213700804557682,0.6162207233231853,0.7158989410210173,0.8132052648737782,0.9092882584353494,0.9959864383614045,1.0,0.9235402050593462,0.8670004925283084,0.8115090787654378,0.7875910638749433,0.8265892693780452,0.8435997598103602,0.8604432624232088,0.8657862519462853,0.8398520599034773,0.789396883677044,0.7532566696643785,0.778301003697289,0.8016752259817714,0.8405412727229473,0.8652129685080032,0.8075106303906505,0.7244879737495336,0.6278025254459008,0.5330056896381339,0.434110782624594,0.35479875542297123,0.388949504050194,0.4857004390816615,0.5809688971871354,0.6813400448074292,0.77681646587541,0.8728555736947357,0.9546492743944388,0.945432371015603,0.8782908988847047,0.8313135318941651,0.7710810735614229,0.7770686931343751,0.8287453134093747,0.84801234779902,0.7793905791868718,0.6991258749633391,0.6349378963856227,0.5477957237058273,0.49447019835963624,0.41108073514528076,0.31437269591525285,0.2136244155223631,0.11839840798331036,0.040574699085075716,0.06780508305206645,0.15703860488971233,0.2551810783182804,0.3564545486389197,0.45755870632608264,0.553854963940654,0.6506126818709741,0.7445850417741664,0.8115624782259945,0.7929140977321985,0.7589238523243251,0.7329034863982467,0.7297032546103106,0.7757009220231348,0.8235179055432882,0.8352836647540289,0.8199410092991655,0.8045967155649789,0.7600579454889493,0.7526506519083149,0.81186933074332,0.8597608550943501,0.8980709178214186,0.8390588313738019,0.7449432584120781,0.6451517709939669,0.5473192210316633,0.451185996461579,0.3501334773804543,0.25101097504597203,0.15647698205880445,0.07260054403327898,0.06512372256757126,0.15167939672366415,0.2465230928670361,0.3377648885518618,0.4236831318571648,0.5202760270759164,0.6160726803153551,0.7135197138574352,0.8051486658673099,0.8512507872406656,0.8186562355383695,0.773448127854959,0.7148388683480171,0.670732615791696,0.6857499828388258,0.7407238123830666,0.7844126468716259,0.7886507066962316,0.7773699143236747,0.7537246816204226,0.7187734176905836,0.7480158442609883,0.8081203872284142,0.8439888086608491,0.7980562013995594,0.7027145732376845,0.6061451990156501,0.5053583874095682,0.40966656001067125,0.31130726188461066,0.2114268062261171,0.11701283605124435,0.04716192257352647,0.0954261311205572,0.18690516465551743,0.2839599664971133,0.37872951596731985,0.4785166272921757,0.5740998128044945,0.6707806456902974,0.7540925634348454,0.8282434494760511,0.8243362203787743,0.786751239249776,0.732157232790805,0.6835832981012842,0.6961335126982704,0.7497577529422821,0.7862986490455455,0.780647575351529,0.7692103687036478,0.7509177076166309,0.7084765282240117,0.7190359251568472,0.7798971348685653,0.8246313430435266,0.8372502668556039,0.7533916850137279,0.6586687739302797,0.5585644764710078,0.45810135130902996,0.3632005479402127,0.2636248692864718,0.1654683392275822,0.07031808148080043,0.0,0.042496372508002644,0.13455528387445725,0.2331533348188407,0.32797085695933337,0.42788163322119876,0.5291818053490296,0.628522208636352,0.7226230703566481,0.791882281621304,0.7758964983806556,0.7324831384283852,0.6730710422640549,0.6236810102852985,0.6352902246935672,0.68995310314986,0.7392774470961578,0.7519853603953746,0.7431187695292634,0.729761340199838,0.690478340172797,0.6950170621345055,0.7528800084990095,0.7954837808265147
